"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_4090","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Vibrisseaceae","g__Vibrissea",NA
"ASV_4091","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA
"ASV_4092","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4093","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4094","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4095","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA
"ASV_4096","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_4097","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4098","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_4099","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4100","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4101","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4102","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4103","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4104","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4105","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4106","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4107","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4108","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_4109","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_4110","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4111","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4112","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4113","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4114","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4115","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4116","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4117","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4118","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4119","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__typharum"
"ASV_4120","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4121","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA
"ASV_4122","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_4123","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__pseudomacrostomum"
"ASV_4124","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__yuccicola"
"ASV_4125","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotiaceae_gen_Incertae_sedis",NA
"ASV_4126","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4127","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4128","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06","f__Branch06_fam_Incertae_sedis","g__Branch06_gen_Incertae_sedis",NA
"ASV_4129","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4130","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4131","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_4132","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4133","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__banksiae"
"ASV_4134","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA
"ASV_4135","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__livescens"
"ASV_4136","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiomycetes_ord_Incertae_sedis","f__Eurotiomycetes_fam_Incertae_sedis","g__Neocladophialophora","s__quercina"
"ASV_4137","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Oliveoniaceae","g__Oliveonia","s__pauxilla"
"ASV_4138","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Discinellaceae","g__Pezoloma",NA
"ASV_4139","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporales_fam_Incertae_sedis","g__Amyloporia","s__xantha"
"ASV_4140","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Peziza","s__ninguis"
"ASV_4141","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4142","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae",NA,NA
"ASV_4143","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_4144","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_4145","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiomycetes_ord_Incertae_sedis","f__Eurotiomycetes_fam_Incertae_sedis","g__Neocladophialophora","s__quercina"
"ASV_4146","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma",NA
"ASV_4147","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4148","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae",NA,NA
"ASV_4149","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_4150","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__lapideum"
"ASV_4151","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV_4152","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4153","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__olivaceum"
"ASV_4154","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4155","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"ASV_4156","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Bryochiton",NA
"ASV_4157","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_4158","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4159","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__reukaufii"
"ASV_4160","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__pinastri"
"ASV_4161","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Circinotrichum","s__maculiforme"
"ASV_4162","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4163","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4164","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA
"ASV_4165","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4166","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"ASV_4167","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4168","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4169","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4170","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4171","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4172","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4173","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4174","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4175","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4176","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4177","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"ASV_4178","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4179","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4180","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4181","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4182","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4183","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4184","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4185","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4186","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4187","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Capnobotryella","s__renispora"
"ASV_4188","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_4189","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__celerrima"
"ASV_4190","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella",NA
"ASV_4191","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_4192","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae","g__Dothidotthia",NA
"ASV_4193","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__pseudoamylolytica"
"ASV_4194","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Tubulicrinis","s__angustus"
"ASV_4195","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Roussoellaceae","g__Pararoussoella","s__juglandicola"
"ASV_4196","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_4197","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Populomyces","s__zwinianus"
"ASV_4198","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4199","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Zygosaccharomyces",NA
"ASV_4200","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4201","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4202","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4203","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4204","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4205","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4206","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Dissoconiaceae","g__Dissoconium","s__aciculare"
"ASV_4207","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4208","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4209","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4210","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_4211","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4212","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__longispora"
"ASV_4213","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__reticulata"
"ASV_4214","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ASV_4215","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__oryzae"
"ASV_4216","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4217","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4218","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xenospadicoidales","f__Xenospadicoidaceae","g__Spadicoides","s__hyalostoma"
"ASV_4219","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe","s__citrichinensis"
"ASV_4220","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4221","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium","s__duriaei"
"ASV_4222","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4223","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4224","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis",NA,NA,NA
"ASV_4225","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis","s__dimorpha"
"ASV_4226","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA
"ASV_4227","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tricladiaceae","g__Tricladium","s__angustum"
"ASV_4228","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidiaceae_gen_Incertae_sedis",NA
"ASV_4229","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"ASV_4230","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4231","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4232","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Iodophanus",NA
"ASV_4233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_4234","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__spissa"
"ASV_4235","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_4236","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Aulographales","f__Rhizodiscinaceae","g__Rhizodiscina",NA
"ASV_4237","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4238","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4239","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora","s__substerilis"
"ASV_4240","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4241","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4242","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4243","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4244","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4245","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4246","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4247","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4248","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4249","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4250","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4251","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4252","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4253","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4254","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4255","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4256","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4257","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Perenniporia","s__subacida"
"ASV_4258","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon","s__pyriforme"
"ASV_4259","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4260","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA
"ASV_4261","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4262","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_4263","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4264","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Dermateaceae_gen_Incertae_sedis",NA
"ASV_4265","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae","g__Myriangium","s__citri"
"ASV_4266","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__clarorosea"
"ASV_4267","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Auriscalpiaceae","g__Lentinellus","s__cystidiosus"
"ASV_4268","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Teloschistales","f__Teloschistaceae",NA,NA
"ASV_4269","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_4270","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__muralis"
"ASV_4271","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ASV_4272","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA
"ASV_4273","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4274","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4275","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4276","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4277","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4278","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4279","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__periconioides"
"ASV_4280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_4281","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4282","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_4283","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV_4284","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Fuscoporia","s__ferrea"
"ASV_4285","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Lithohypha","s__aloicola"
"ASV_4286","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__implicatum"
"ASV_4287","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4288","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__peoriensis"
"ASV_4289","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4290","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA
"ASV_4291","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_4292","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Tolypocladium","s__pustulatum"
"ASV_4293","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xenospadicoidales","f__Xenospadicoidaceae","g__Spadicoides","s__fuscolutea"
"ASV_4294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Glomerellaceae","g__Colletotrichum","s__acericola"
"ASV_4295","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Nothodactylariaceae","g__Nothodactylaria",NA
"ASV_4296","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__fici"
"ASV_4297","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Amphosoma",NA
"ASV_4298","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_4299","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4300","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_4301","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae",NA,NA
"ASV_4302","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4303","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_4304","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4305","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_4306","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_4307","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthomycetidae_ord_Incertae_sedis","f__Thyridiaceae","g__Thyridium","s__flavostromatum"
"ASV_4308","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Wilcoxina",NA
"ASV_4309","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Anthracina","s__ramosa"
"ASV_4310","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4311","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__globispora"
"ASV_4312","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__siglerae"
"ASV_4313","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_4314","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4315","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4316","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Graphiolaceae","g__Graphiola","s__phoenicis"
"ASV_4317","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_4318","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_4319","k__Fungi",NA,NA,NA,NA,NA,NA
